age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
young,Private,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,?,Dropout,Never-married,?,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Associates,Separated,Other-occupations,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Not-married,White-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Masters,Married,Prof-specialty,Wife,Asian-Pac-Islander,Female,none,none,fulltime,China,1
senior,Private,Dropout,Married,Service,Husband,White,Male,none,high,fulltime,Euro-2,0
senior,?,Bachelors,Never-married,?,Not-in-family,White,Male,none,none,parttime,United-States,1
senior,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,Euro-1,1
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Wife,Asian-Pac-Islander,Female,none,none,fulltime,Euro-2,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Not-married,White-collar,Other-relative,White,Female,none,none,overtime,United-States,0
senior,Private,Dropout,Separated,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,parttime,South-America,0
senior,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Masters,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Self-emp,Bachelors,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,HS-grad,Separated,Blue-collar,Unmarried,White,Female,none,none,overtime,United-States,0
senior,Private,HS-grad,Married,Sales,Husband,Black,Male,none,high,fulltime,United-States,0
young,?,Dropout,Never-married,?,Own-child,Black,Female,none,none,parttime,United-States,0
senior,Private,Associates,Not-married,Other-occupations,Unmarried,Black,Female,none,low,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Adm-clerical,Wife,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,low,fulltime,United-States,0
young,Private,Some-college,Not-married,White-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Other-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Associates,Married,Other-occupations,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Masters,Married,White-collar,Husband,White,Male,high,none,overtime,United-States,1
middle-aged,Private,Some-college,Not-married,Adm-clerical,Unmarried,Black,Female,none,none,parttime,United-States,0
senior,Private,Bachelors,Married,Sales,Husband,White,Male,low,none,overtime,United-States,0
young,Private,Some-college,Never-married,Service,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Other-gov,Bachelors,Not-married,Prof-specialty,Not-in-family,White,Male,high,none,fulltime,United-States,1
middle-aged,Private,Dropout,Not-married,Service,Unmarried,White,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Dropout,Never-married,Blue-collar,Unmarried,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Service,Own-child,Black,Female,none,none,fulltime,United-States,0
senior,Self-emp,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,parttime,Latin-America,0
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Prof-school,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Some-college,Never-married,Other-occupations,Own-child,Black,Female,none,none,fulltime,United-States,0
old,Self-emp,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Married,White-collar,Husband,Asian-Pac-Islander,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,HS-grad,Not-married,Sales,Unmarried,White,Female,none,none,parttime,?,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,low,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Some-college,Not-married,White-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Not-married,White-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,overtime,United-States,0
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,low,none,overtime,?,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Not-married,Sales,Unmarried,White,Male,low,none,overtime,Latin-America,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Some-college,Never-married,White-collar,Not-in-family,White,Female,none,none,fulltime,British-Commonwealth,0
young,Private,Some-college,Never-married,Service,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Doctorate,Married,Prof-specialty,Husband,White,Male,none,high,overtime,United-States,1
young,Private,Associates,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Not-married,Sales,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,?,HS-grad,Not-married,?,Unmarried,Black,Male,none,none,overtime,United-States,0
middle-aged,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Not-married,Prof-specialty,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Never-married,Service,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,Euro-1,0
senior,Other-gov,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Never-married,Blue-collar,Not-in-family,Black,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Blue-collar,Other-relative,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Not-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Service,Not-in-family,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Sales,Husband,White,Male,low,none,fulltime,United-States,1
young,Private,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,parttime,United-States,0
senior,Private,Prof-school,Married,White-collar,Husband,White,Male,high,none,fulltime,United-States,1
senior,Private,HS-grad,Widowed,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Federal-gov,Some-college,Widowed,White-collar,Not-in-family,White,Female,none,none,fulltime,British-Commonwealth,0
senior,Federal-gov,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Bachelors,Never-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Service,Own-child,Black,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Not-married,White-collar,Unmarried,White,Female,none,none,overtime,United-States,0
young,?,Dropout,Never-married,?,Own-child,Black,Male,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Wife,White,Female,low,none,fulltime,United-States,1
senior,Self-emp,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Dropout,Never-married,Service,Own-child,White,Female,none,low,parttime,United-States,0
middle-aged,Self-emp,Some-college,Never-married,Blue-collar,Not-in-family,White,Male,none,low,overtime,United-States,0
young,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Prof-school,Married,Prof-specialty,Wife,White,Female,none,none,overtime,United-States,1
middle-aged,Private,Masters,Never-married,White-collar,Not-in-family,Asian-Pac-Islander,Male,none,none,overtime,United-States,0
senior,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Federal-gov,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Never-married,Other-occupations,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Masters,Not-married,White-collar,Not-in-family,White,Female,none,none,overtime,United-States,1
senior,Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,high,none,unhealthy,United-States,1
senior,Private,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Other-gov,Some-college,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Service,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
senior,Private,Some-college,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Associates,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Self-emp,Some-college,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Separated,Blue-collar,Not-in-family,White,Male,none,high,overtime,United-States,1
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,parttime,United-States,0
middle-aged,?,Some-college,Not-married,?,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Wife,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
